PID,SalePrice
907135180,132413.12
528181040,201586.34
528175010,212429.22
531379030,193428.4
923275090,122730.1
528181070,240780.19
908103280,132294.61
902201110,126656.164
905103070,141885.78
527162180,180144.03
905450020,147276.12
535301150,144752.28
535451170,84827.93
909250060,209802.62
527254020,351539.97
911128180,84934.62
534475170,166818.72
535402180,119397.57
528235180,181712.81
907200130,128536.54
906476030,197955.58
923203090,166792.47
903454020,71359.9
534277060,118803.875
535450220,124767.24
527252090,337159.22
535300040,133259.5
533241010,220134.16
903201090,108362.14
921128030,366652.6
535180020,146668.1
527106050,172068.33
903233050,136436.83
527105010,176328.64
907196050,212892.62
535375010,74366.91
909455040,180586.27
911370410,284466.2
906223080,209964.34
902204080,87594.805
916225130,282456.28
534400060,164356.38
528178090,351368.34
528235190,187472.77
906477110,159019.77
902106090,132825.56
535327160,114160.32
909129100,119795.4
909281110,231313.48
528188120,164329.56
528150120,322604.12
535125060,228282.64
906380120,182322.8
527451020,124188.766
528429100,288223.16
527132090,232137.55
902427045,120263.35
923276260,136845.88
907290140,142342.66
906380100,299178.62
527377110,173655.19
535379110,135412.64
527427230,192852.25
905105010,135035.17
533215080,289704.94
903484080,67214.9
528441080,245281.08
528120100,230962.78
902301060,97821.54
528231050,194057.36
535353190,153935.1
907201280,133541.03
528315080,289715.72
531375060,149908.14
906200230,189774.92
527451550,121927.125
902103090,106454.38
534401190,144110.69
909425085,296056.53
526352080,177383.62
907126050,151922.62
905352180,210121.39
533212060,148366.83
527356050,154009.98
534479240,151338.98
906226130,134762.31
923228210,78851.23
903227080,121526.16
535179120,118065.53
908201100,83107.27
532479050,136347.08
534402060,141676.89
902109160,115486.51
904302030,157414.19
902300215,139614.8
903228070,106029.555
902406070,137818.45
907410020,180864.27
528365090,331468.62
534450110,53830.51
527146135,324975.0
535325340,134861.95
534452060,114250.5
535325090,131303.64
534202130,136273.23
528118020,317344.34
527214050,512681.66
907401060,209808.83
905104210,121494.87
905225080,243251.16
535178060,133267.75
914476450,172953.27
533250050,265025.72
535450070,142779.77
528181060,240780.19
535454100,137420.78
534476080,141055.38
909452114,230865.22
903476090,123863.375
904101040,128663.96
534431030,129678.16
910202060,103091.79
916386090,269042.72
527451460,97715.52
528290120,194142.5
531375090,143918.12
527403040,146288.55
535453020,143138.88
911175360,103358.375
528228545,174254.75
534275100,123301.08
528142040,344961.9
527357110,153712.11
528480170,309578.28
905226030,105997.195
905104110,140410.62
528480070,253984.45
528386040,392476.1
535453100,131830.62
907192030,192350.81
905478030,133608.42
527210050,422464.3
535382020,105357.54
528110070,347013.9
902303100,148982.75
903456090,93957.41
528186080,309892.28
909275310,242090.31
908128100,178016.08
908102140,134647.2
531385060,178866.44
902103100,135673.62
528106010,399356.1
534430080,128231.67
533252130,171446.2
528458160,312508.12
902300110,98330.35
528228275,197795.55
907130060,161495.47
905105190,130046.35
908225240,99944.195
528480060,279054.84
526355170,237535.14
902105010,92908.39
903225160,123717.11
924151050,215802.47
535456010,133707.08
907130110,185803.39
909451040,116825.32
535126140,211932.84
533253050,171332.94
905480240,92812.39
905479110,115338.03
903233140,126726.97
909254070,190717.47
907250020,265501.84
908102260,146992.67
527403360,118264.44
906225210,148712.9
527359010,167374.39
905100030,138008.38
909250030,107223.55
908225320,126036.47
905201030,71460.76
914474020,234209.6
532479020,144323.31
528228575,255609.58
527107240,178079.08
533253210,194472.53
527127150,209926.52
531450120,199326.34
905427050,186339.47
527258010,342313.62
906476140,170583.12
533236090,387805.22
908103090,116600.81
908250090,100432.055
528181010,218474.39
907227090,130978.48
527302185,225111.33
535426150,142135.94
909254100,159939.77
531382120,192520.56
921201060,300257.1
528180140,385502.8
905402090,160489.2
902207120,95198.31
